path,word
image_to_text/Lote=3/imgs/26.jpeg,"Sem Identidade no Mundo Moderno O problema de pessoas que não tem certidão de nascimento, iremos falar de que forma isso afeta de um maneira geral na vida da pessoa, que a pessoa que não possui rg, cpf e não possui nenhum tipo de documento, e apresentaremos uma solução para isso então vamos lá Uma pessoa que não tem certidão de nascimento não tem nenhum outro documento. Então, pela ordem, ela não tem CPF, não tem identidade, se for homem não tem certificado de reservista, não tem título de eleitor, não tem carteira de trabalho, não tem passaporte e, quando morre, é registrada em uma cova sem identificação. Uma pessoa sem documentos é excluída desse mundo dos direitos. Ela não vota, não tem emprego formal, não pode ser beneficiária dos programas sociais, não pode se aposentar e tem acesso limitado às políticas de saúde e educação É um acesso limitado ao sistema de saúde no caso da educação, a escola não vai permitir que um estudante sem documentos estude. Por tudo isso, pessoas sem documentos têm acesso limitado às políticas de saúde e educação, e são basicamente excluídas E de que forma pode ser resolvido o problema da pessoa que não tem nenhum documento? o governo pode ir atrás dessas pessoas, perguntar quem era seus antepassados, nomes, sobre nomes e através disso poder criar um documento para que não seja uma pessoa excluida"
image_to_text/Lote=3/imgs/2.jpeg,"Sociedade sem nome No Brasil infelizmente estima-se que mais de 3 milhoes de cidadoẽs brsasilerios não possuem documentos de identificação, como; RG, CPF, CNH, Carteira de Trablho e entre outros. Esse fato é a representação de um grande buraco na contrução social do brasil. Pendemos que um cidadão desse Estado não tem o minimo, que se enquadra como base de um direito de cidaçaõ e ser humano, Se voce não tem o seu direito de idetidade, quem é a voce numa sociedade aonde somos apenas numeros. Entendo que tudo isso se trata de má distribuição de recursos, não tendo acesso a educação, voce não tem consciencia dos seus diretios. E somando a falta de conhecimeto e de Humanização no controle social da, igual a uma “Sociedade sem nome”. Sinto que o principal fator de cura para essa situação, seria o reconhecimeto de areas brasileiras mais necessitadas, aonde não ha tantos recursos e ciencias de direitos de cidadodoes que paguem seus impostos e contribuem para a cultura e densolvimeto brasileiro. Seria como se foce uma “Intervenção” aonde Ongs e funcionarios publicos podssem ir nessas ares em porta em porta, questionar se o cidadão possue uma indentidade e providenciar de uma maneira mais agil e facil. Isso facilitaria e obviamente desenvolveria muitos mais os indíviduos dessas areas e traria dignidade e conhecimento para esses cidadoẽs. Ocasianando em mais Estudos sociais mais exatos, recursos publicos para esses lugares. incentivo para desenvolvimento do povo e melhoria continua do Basil. E claro e com essas ações o governos brasileiro comece a respeitar e se importar mais com o seu povo e melhore sua governanciar social, com os mais de 62,5 milhoes de pessoas necessitadas, iguala a 29,4% da sua populção. -Melhora Brasil, por favor né…"
image_to_text/Lote=3/imgs/12.jpeg,"todos cidadão tem o direito de possuir os documentos pessoais, para a indentificação. com os documentos em mão o cidadão tem acesso aos serviços públicos, sistema único de saúde o sus, redes rede de ensino, banco, escolas farmacia,trabalho,escolas e tudo mais. sem os documentos pessoais não podemos voltar, receber benefícios como por exemplo pensão ou aposentadoria. Esses arquivos pessoais é uma forma de identificação, para distinguir uma pessoa da outra pela data de nascimento e um código numérico específico que cada cidadão tem. identificação única insubstituível e incomparável, tão precioso que é transmitido de geração em geração, que nos proporciona qualidade de vida."
image_to_text/Lote=3/imgs/22.jpeg,"INVISIVEiS Muitas pessoas vivem sem documentos por que vivem em situacao precaria exemplos envolvimento com drogas ou mora longe da cidade por isso ficam praticamente isolados da cidade por isso sofrem muito por achar que nao faz parte da sosiedade como que tive sem sozinhos. muitas vezes passamos por pessoas olhamos para cara das pessoas ou mesmos jugamos sua roupa sua aparencia. sim uma falha do ser humano. a onde quero chegar fazemos tudo isso e nem. ligamos para situacao dela e isso afasta nos um dos outros. onde quero chegar e pessoas em situacoes precarias sofrem e nao tem sua voz ouvida. Essas pessoas ficam sem escola, medico, trabalho e direitos que so podem ser conseguidos com documentos essas pessoas ficam esperando algo que direitos delas isso e injusto pois todos tem direitos e deveres mais eles so fica com parte de deveres da sosiedade e issso pouco falado. E isso e praticamente a luta pela sobrevivencia. o poucos ele tem nao dura. e as formas eles tem para ter ajuda eles nao pode devido. advinha? sem documento. Um exemplo que trago desde crianca .a situacao era eu estava pegando onibus para outra cidade quando eu voltei com mesmo onibus vi um senhor pedindo para entrar no onibus mas nao deixaram pois nao tinha documento. ele fala eu presiso sair dessa cidade aqui nao consigo dinheiro. e falou por utimo.v c nao sabe a dor da fome e chorava. Comforme o tempo passa tudo fica moderno as coisa sao feitas com internet e cadá ves mais se afasta.minha ideai e facil ter pessoas para monitorar os nascimentos ninguém sai sem sertidao e rg outros documentos a pessoa nao sai do hospital. comerciais explicando dando auxilio e o principais pessoa dispostas a ajudar.e com muito esfoso podemos ajudar ate pessoas que menos esperam."
image_to_text/Lote=3/imgs/34.jpeg,"A palavra ""cidadania"" desenvolve-se na sociedade desde os períodos clássicos. Hoje,  ela está relacionada à quantidade de ser um cidadão e, consequentemente, sujeito de  direitos e deveres, os quais também são garantidos pela Constituição Federal de 1988,  denominada ""cidadã"". Esta defende a participação ativa de um ser humano na  sociedade. No entanto, essa garantia não é plenamente efetivada na sociedade  brasileira, uma vez que a falta de registro civil perpetua uma invisibilidade  social que necessita ser mitigado. Diante desse cenário, cabe destacar a importância  do registro civil do nascimento para o início da cidanania no país. No livro  ""Vidas Secas"" de Graciliano Ramos, os filhos de Fabiano são identificados como ""mais  velho"" e ""mais novo"" evidenciando ausência de um principalmente particularizados. Essa  questão não é vista somente na ficção, uma vez que o Modernismo tinha o  propósito de promover as denúncias sociais por meio da literatura. Porém, nota-se  que por mais que seja um benefício gratuito garantido pela Constituição Federal,  muitas crianças ainda não são registradas e, consequentemente, não são cidadãs  brasileiras efetivas. Além disso, outro aspecto importante a ser destacado é como a  ausência de documentos pode afetar a vida de um cidadão em relação ao recebimento  de ações afirmativas."
image_to_text/Lote=3/imgs/21.jpeg,"indigentes pessoas indigentes sao pessoas que tem um nivel de pobreza alta no mundo por isso tem gente no mundo que nao tem sua indetificaçao tirada no nomento em que nasce por conta de suas condicaos de vida que nao favorese naquele momento Pessoas que vive em cituaçao de extrema pobreza essas pessoas tem uma grande dificudade ernome de acesso aos lugares que permite que elas tenha um bom acesso de convivência essas pessoas nao tem o acesso a de uma grande parte da sociedade por conta dos condiçao de vida que elas vivem Por conta dessa dificudade grande parte das pessoa hj em dia nao tem o acesso a onibus, hospitais, escolas, etc por conta das dificuldades que elas enfrenta por conta do suas capacidade e da sua codicao financeiras"
image_to_text/Lote=3/imgs/7.jpeg,"Os Invisíveis do Brasil Toda pessoa tem direito ao registro civil ao nascer, oferecido gratuitamente pelo Estado. Ao ser registrada a pessoa passa a ser reconhecida e incluída nos serviços assistenciais de políticas públicas tais como: médicos, educação, moradia entre tantos outros. Sem o registro civil é como se o cidadão não existisse, invisível para a sociedade não acessando aos serviços básicos e essenciais para a sobrevivência. Segundo pesquisas realizadas pelo IBGE até 2021, cerca de 3 milhões de pessoas não possuem a certidão de nascimento, um fato grave que pode estar ligado a falta de informação. Grande parte das pessoas que vivem sem esse documento não encontram condições para regularizar essa situação, muitos desses indivíduos vivem em situação de rua, a maioria é usuário de drogas e com isso acabam perdendo a consciência de que são cidadãos e tornam-se invisíveis para a sociedade. No Brasil ainda existe muitas crianças que nascem e não são registradas. Para que esses dados diminuam, uma solução que vem sendo colocada em prática é a mobilização de cartórios para criar um posto avançado dentro das maternidades ou comunidades. Para mudar essa realidade no Brasil, é necessário investir mais em serviços sociais para que a informação possa chegar ao conhecimento de todos e assim assegurar os direitos de forma clara e segura, pois muitas vezes a maneira com que é feita a abordagem acaba assustando os que não tem tanto conhecimento sobre esse assunto. Portanto é preciso que o governo aplique medidas mais esclarecedoras para essa população."
image_to_text/Lote=3/imgs/5.jpeg,"Embora no Brasil exista muitos casos de crianças que vive sem registro e isso acaba afetando a criança pois ela nao tem acesso a nada nem mesmo para ir escola, hospital entre outros e isso acaba acarretando muitos problemas para essa pessoa pois ela não tem o registro de nascimento. Sem esse documento nao é possível acesso a nada, como essa pessoa fica como um indigente, e essa situação acaba se tornando uma falta de informação. Segundo a pesquisa realizada pelo (IBGE) no ano de 2021 havia cerca de três milhões de pessoas sem registro civil pois e um fato grave, e com tantas informaçoẽs que temos nos dias de hoje é difícil acreditar que ainda exista pessoas que não tenha o conhecimento. Às vezes as pessoas sem esse documento acabam tendo muita dificuldade para mudar a sua vida e ser alguém reconhecível e se torna uma pessoa cidadã para poder conseguir atingir a sua meta de vida para poder ser alguém e para morar fora do Brasil precisa ter seus documentos para fazer seu passaporte e morar fora do Brasil. Para que possamos melhorar isso e preciso que nossos governantes faça uma lei que ajude as pessoas que vivem em situações de vulnerabilidades"
image_to_text/Lote=3/imgs/32.jpeg,"TITUL Todo dia pessoas nascem e morre, mais todas tem registros? nao, infelizmente muitas pessoas nao tem certidao de nascimento, cpf, rg, e a maioria dessas pessoas nao tem documento por que ou perdeu ou aconteceu alguma coisa e esse e o assunto que vamos falar sobre, e com a gente pode melhorar para que essas pessoas que nao tem possa a ter. o documento e parte da vida de uma pessoa e muito importante ter, ate por conta pra ir no medico, pra receber beneficios, hoje em dia tudo voce precisa de documento (certidao,rg,cpf). mais por que muitas pessoas nao tem ? no decorrer da vida acontece muitas coisas e tem gente que perde casa (incendio), vai morar na rua, ou ate mesmo nunca deve uma condicao pra sustentar, pessoas viciadas em drogas, sao essas pessoas que na maioria das vezes nao tem o devido documento acho que o estado, pais deveria fazer um programa, campanha incentivando para que pessoas que nao tem documento voltasse a ter para que ela seja vista na sociedade ,para que tenha seus direitos, carteirao de vacinaca, ou ate mesmo pra arrumar um emprego, uma vaga na sociedade vamos dizer assim tudo e conversa acho que se tiver um programa pra sair na rua conversando, explicando a importância do documento na vida, ou ate mesmo conseguisse fazer em casa, acho que muitas pessoas ia ve e se interessar por isso, e esperamos que daqui uns anos esteja tudo melhor e diminuido o numero de pessoas sem documento e que agente possa concientizar tambem e sempre conversar sobre esse assunto e a importância dele ."
image_to_text/Lote=3/imgs/10.jpeg,"Perdidos sem destino Em alguns anos na minha vida, na década de 90, quase que diariamente, acabando o expediente militar, passava sempre pela praça Mauá, no estado do Rio de Janeiro, observa varias pessoas jovens, crianças, idosos e viviam jogados pela ruas, sujos, mal alimentados totalmente aparentemente anémicos, uma vida pior que cachorro de rua. Foi nesse momento que aprendi, a dá mais valor a vida, valorizar o ser humano com mais respeito, amor e carinho, reclamar menos e agradecer mais. Valorizar as pessoas que amos, que nos querem bem, e sempre por perto. Temos que aprender, que não somos nada nessa vida, que viemos do pó e do pó voltaremos. Acredito que grande parte da sociedade, estão esquecidos nesse país principalmente os pobres e os negros, os nossos governantes, falam muito em época de eleições, em muitas promessas, com intuto de adquerir votos para ganhar a eleição. Mas na verdade quando estão no poder, a ganança para eles são mais importantes, mais que o ser humano. Diante disso da ganaça pelo poder, roubam da sociedade deixando os mais necessitados na ruina, criancas sem escolas, passando fome , sem casas etc… Sabendo que isso é um direito fundamental de toda associedade , e um dever do estado, como rege nossa constituição. As vezes me pergunto a responsabilidade de tais situaçoẽs, é da sociedade e do individuo que vive na sociedade."
image_to_text/Lote=3/imgs/39.jpeg,"O termo invisibilidade, apresentada no te-  ma proposto, refere-se as pessoas consideradas  indigentes. Esses indivíduos desfavorecidos, por não  possuirem identificação, não existem para o gover-  no e não são vistos pela sociedade.   É válido comentar que vemos essas pessoas  todos os dias mas acabamos não às notando, re-  forçando sua imperceptibilidade. Diante disso o  governo acaba negligenciando todos os direitos  humanos previstos por lei , com moradia, alimen-  tação e direito a voto.   Um exemplo recente é a situação dos refugiados  ucranianos que fogem para países próximos na in-  tenção de fugir do confronto com os russos. Quando  chegam em outros países eles não possuem dire-  itos e nem documentação oficial, além de muitas  vezes serem tratados de forma xenofóbica, como in-  vasores.   Portanto , vejo três soluções cabíveis. A prime-  ira é um acolhimento de pessoas refugiadas por  meio da ação de ONGs , onde o acesso à um  teto coletivo, comida e água seja liberado. A se-  gunda é um plano do governo para legalizar a  integração dos indigentes na sociedade. E a ter-  ceira é acionar a polícia para procurar e identi-  ficar pessoas desfavorecidas."
image_to_text/Lote=3/imgs/9.jpeg,"Pessoas sem registro , geralmente são pessoas em situação de rua, ou, em extrema pobreza, essas pessoas são consideradas invisíveis na sociedade, pois não possuem nem um tipo de documento que comprove “a sua existência“. Essas pessoas não podem usufruir de coisas básicas, como, o SUS, a escola, contas bancárias, auxílios do governo e etc, pois todos eles necessitam de documento, cujo essas pessoas não possuem. Infelizmente essas pessoas não podem tomar vacinas ou ter um ensino básico escolar, algo que deveria ser disponibilizado a todos, um dos motivos nos quais podemos dizer que é a “causa“ de tudo isso é o governo e a política ruim que temos em nosso país, infelizmente os governadores e políticos não estão “nem aí"" para o povo brasileiro. Hoje em dia com o avanço da tecnologia poderiam existir bem menos pessoas sem registro, pois a maioria dessas pessoas se encontram em situação de rua, e podem ser encontradas em todo o país, se o governo se posiciona-se sobre o assunto, que é um tanto quanto delicado, e procurasse essas pessoas para que elas pudessem ao menos ter um ensino e uma passagem por um posto de saúde, pois correm sérios riscos nas ruas sem vacinas tomadas ou medicamentos gratuitos que não podem ser pegos por eles em um posto de saúde, sem um documento ou receita médica. Infelizmente vivemos em um país no qual não se preocupa com a população ou muito menos com pessoas de rua, e isso é uma triste realidade na qual somente o povo pode mudar. Na minha opinião essas pessoas deveriam ter um registro civil, pois eles também precisam passar pelo médico, ir a escola e têm o direito mais que merecido de trabalhar de carteira assinada, sem um registro principalmente nos dias de hoje ninguém consegue nada, e às vezes por falta de posicionamento do governo e da política pessoas acabam sendo prejudicadas. Infelizmente o brasil é um país desprovido de quase tudo para a população, temos uma rede medicinal e estudantil ruim, políticos mais que ruins, na minha opinião sobre o tema de pessoas sem registro, são pessoas que infelizmente se sentem excluídas, e invisíveis a população, pois sem documentos elas nem se quer podem fazer uma votação para eleger o político menos corrupto. Então por fim digo que esse tema é delicado e deveria ser mais discutido e dito por todos. ASS: mais um sobrevivente da periferia."
image_to_text/Lote=3/imgs/1.jpeg,"""invisibilidade e registro civil” Registro civil é o registro do nascimento de um indivíduo no livro próprio dessa finalidade. deve ser feito apenas uma vez, isto é, quando a pessoa nasce. sua função é dar publicidade ao nascimento com vida de uma pessoa. Então, quem tem o registro civil passa a ter existência legal e autêntica. A sua finalidade é garantir o registro do nome de uma pessoa por exemplo ter seu rg, ter sua certidão de nascimento, ou seja, comprovar que aquela pessoa existe. e a importância da certidão de nascimento e que por ele é possível dar acesso pra fazer outros documentos. e quem não está registrado é impedido de ter seus direitos como cidadão como estudar, se vacinar e conseguir um emprego. e também impede uma pessoa de receber benefícios do governo é por conta desses motivos a uma grande importância de obter registro civil e a ausência do registro civil impossibilita a pessoa de viver socialmente e segundo a pesquisa do conselho nacional de justiça a desinformação e o alto índice de analfabetismo e o isolamento de comunidades afastadas é que foi afetada o maior número de crianças não registradas e são mais de 3 milhões de brasileiros que não contém registro de nascimento. ou seja 5% de brasileiros segundo a pesquisa não contém o registro de nascimento e nesse caso para que isso seja resolvido basta um interesse do brasileiro (pessoa) de procurar um cartório para a registração da criança ou dela própria. e não é crime não ter documentos é crime recusar a se identificar!, no caso é necessário oferecer a autoridade dados que venha identificar sua pessoa!. e o registro civil está ligado ao registro de nascimento pelo fato da pessoa tem que ter a certidão de nascimento tudo isso é exigido para comprovar que uma pessoa exista. o registro civil só se pode ser feito uma vez na vida que é quando o indivíduo nasce e o registro civil é a única coisa que se pode provar o nome de seus pais e avós o registro civil surgiu durante o império romano e na época tinha um único propósito de registrar e comprovar a idade e o nome do ser humano, e o registro civil a partir da época de 1997 passou a ser gratuito por meio da lei número 9534\97 e a invisibilidade significa que muitos brasileiros não contém registro civil"
image_to_text/Lote=3/imgs/35.jpeg,"A invisibilidade da população, é uma con-  sequencia da falta de resgistro no Brasil,  fazendo com que a população não seja  respeitada.   Em primeiro lugar, o registro civil, é um  meio de termos nossos direitos como ci-  dadões. Com a falta desse registro, que  é muito importante, muitos <Rasura> <Rasura>  cidadões não tem acesso a direitos como  : estudar, ser atendido no hospital, sem  direito de poder trabalhar para ter um ali-  mentação.   Sabendo disso, <Rasura> o Estado deve fazer  politicas públicas para ajudar esse parte  da população ser inserida na sociedade,  por meio de casas de apoio, e hongis."
image_to_text/Lote=3/imgs/38.jpeg,"- Para introdução no externo assunto ""invisibilidade e re-  gistro civil"" não dá pra ignorar os milhares de refugiados  que adentram em nosso país todos os dias , tais se refugiam  do seu país de origem do qualquer modo e muitos não tem a  oportunidade de trazer seu documento com si , pois nesse tipo de  situação, a pressa é vital   - E lamentavel mas esse tipo de situação não é so problema  de estrangeires, em nosso pais tambem temos exemplos (pessoas  nascidas e criadas no interior) essas não tem a oportunidade de  se registrar como pessoa fisica, tais tem que conviver sem  os beneficio de ser uma pessoa, pelo meu ponto de vista é necessario  a comoção dos orgãos publicos e se juntarem para salvar essas  pessoas do isolamento"
